player,solo_tkl,ast_tkl,tot_tkl,tfl,tfl_yards,sacks,sack_yards,FF,FR,FR_yards,interceptions,pbu,blks,QBH,year,opponent
Jehrod Gregory,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Keith Brickman,2,1,3,0,0,0,0,0,0,0,0,1,0,0,2021,East Stroudsburg
Dylan Wall,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Dante Rodriguez,1,1,2,0,0,0,0,0,0,0,0,1,0,0,2021,East Stroudsburg
Ja. Valle-Smith,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
RJ Tillman,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Marquis Wright,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Dominic McGhee,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Justin Hill Jr.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Dustin Shoaf,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Rondale Smith,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
David Alize,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Dillon Ferretti,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Max Mallis,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Zach Hill,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
ChristianTaylor,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Aaron Bowen,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,East Stroudsburg
Zack Helsley,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,East Stroudsburg
"Zacharyasz,Thomas",7,5,12,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Holl,Jacob",3,6,9,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Brickman,Keith",1,4,5,0,0,0,0,0,0,0,0,1,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Wall,Dylan",3,1,4,1.0,4,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Rodriguez,Dante",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Burrows,Bradley",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Funa,Ryan",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Gregory,Jehrod",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"McGhee,Dominic",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Banks,Jonathan",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Hill,Zach",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Helsley,Zack",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Hill,Justin",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Lowery,Michael",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Valle-Smith,Jaquaivis",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Alize,David",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Impavido,Joe",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Williams,Harris",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Washington,Dakarai",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Taylor,Christian",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Tillman,RJ",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Black,Brandon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Null,Collin",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
"Rodriguez,Ayron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Indiana University of Pennsylvania (Homecoming)
Tho. Zacharyasz,8,2,10,0.5,3,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Jacob Holl,2,8,10,0.5,2,0,0,1,0,0,0,0,0,0,2021,California University of Pennsylvania
Dante Rodriguez,3,3,6,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Dominic McGhee,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Ryan Funa,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Keith Brickman,2,2,4,0,0,0,0,0,0,0,0,1,0,0,2021,California University of Pennsylvania
Ja. Valle-Smith,2,1,3,1.0,2,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Joe Impavido,1,2,3,0,0,0,0,0,1,1,0,1,0,0,2021,California University of Pennsylvania
Dak. Washington,3,0,3,1.0,4,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Max Mallis,2,1,3,1.0,4,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Camden White,1,2,3,0.5,1,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Zack Helsley,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Harris Williams,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
RJ Tillman,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Jehrod Gregory,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Jonathan Banks,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Erik Laughlin,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Dillon Ferretti,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Zach Hill,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
ChristianTaylor,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
Will Greller,0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,2021,California University of Pennsylvania
John Allen,0,0,0,0,0,0,0,0,0,0,1-0,0,0,0,2021,California University of Pennsylvania
"Zacharyasz,Thomas",2,9,11,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Gregory,Jehrod",2,7,9,0.5,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Holl,Jacob",1,8,9,0,0,0,0,0,0,0,0,0,0,1,2021,Seton Hill University
"Washington,Dakarai",2,7,9,2.0,4,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Thompson,Ayron",1,6,7,1.5,3,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Allen,John",3,3,6,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Funa,Ryan",1,4,5,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Valle-Smith,Jaquaivis",2,3,5,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Rodriguez,Dante",3,1,4,0,0,0,0,0,0,0,0,2,0,0,2021,Seton Hill University
"Thomas,Zakri",1,3,4,0.5,1,0,0,0,0,0,0,2,0,0,2021,Seton Hill University
"Tillman,RJ",0,4,4,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Helsley,Zack",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Brickman,Keith",2,0,2,0,0,0,0,0,0,0,0,1,0,0,2021,Seton Hill University
"Williams,Harris",0,2,2,0.5,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Wall,Dylan",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"White,Camden",1,1,2,1.0,6,1.0,6,0,0,0,0,0,0,0,2021,Seton Hill University
"Barmore,Cameron",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Hill,Justin",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Taylor,Christian",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Black,Brandon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Tate,Trevon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Seton Hill University
"Zacharyasz,Thomas",8,4,12,0,0,0,0,0,1,0,0,1,0,0,2021,Edinboro University of Pennsylvania
"Holl,Jacob",5,4,9,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Burrows,Bradley",3,3,6,2.0,11,1.0,8,0,0,0,0,1,0,0,2021,Edinboro University of Pennsylvania
"Thomas,Zakri",4,2,6,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Funa,Ryan",2,4,6,0.5,3,0,0,0,0,0,0,1,0,0,2021,Edinboro University of Pennsylvania
"Rodriguez,Dante",3,1,4,0,0,0,0,1,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Helsley,Zack",1,3,4,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Brickman,Keith",3,1,4,0,0,0,0,0,0,0,0,1,0,0,2021,Edinboro University of Pennsylvania
"Thompson,Ayron",3,1,4,0.5,1,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Allen,John",1,1,2,0,0,0,0,0,0,0,0,2,0,0,2021,Edinboro University of Pennsylvania
"Gregory,Jehrod",1,1,2,0,0,0,0,0,0,0,0,0,0,2,2021,Edinboro University of Pennsylvania
"Hill,Zach",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Tillman,RJ",2,0,2,1.0,10,1.0,10,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Shoaf,Dustin",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Ziegenfuss,Ethan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Alize,David",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Washington,Dakarai",0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Lippert,Alex",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Wall,Dylan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Taylor,Christian",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"White,Camden",0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Barmore,Cameron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Armstrong,Jason",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Carter,Joe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Burris,Makai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Edinboro University of Pennsylvania
"Holl,Jacob",10,9,19,3.0,15,2.0,13,2,0,0,0,0,0,0,2021,Slippery Rock University
"Zacharyasz,Thomas",5,7,12,0,0,0,0,0,0,0,0,0,0,2,2021,Slippery Rock University
"Burrows,Bradley",6,2,8,2.5,7,0.5,5,0,0,0,0,0,0,1,2021,Slippery Rock University
"Thomas,Zakri",3,2,5,0,0,0,0,0,0,0,0,1,0,0,2021,Slippery Rock University
"Funa,Ryan",2,3,5,2.0,14,0,0,1,1,0,0,2,0,0,2021,Slippery Rock University
"Brickman,Keith",1,3,4,0,0,0,0,0,1,0,0,1,0,0,2021,Slippery Rock University
"Tillman,RJ",1,3,4,0.5,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Allen,John",1,2,3,0.5,1,0,0,0,0,0,1-2,1,0,0,2021,Slippery Rock University
"Helsley,Zack",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Shoaf,Dustin",1,2,3,0,0,0,0,1,0,0,0,0,0,0,2021,Slippery Rock University
"Rodriguez,Dante",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Cooper,Diondre",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Gregory,Jehrod",1,1,2,0.5,3,0,0,0,1,30,0,0,0,0,2021,Slippery Rock University
"Ferretti,Dillon",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Wall,Dylan",0,2,2,0.5,2,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"White,Camden",1,1,2,0.5,6,0.5,6,0,0,0,0,0,0,0,2021,Slippery Rock University
"Alize,David",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Hill,Zach",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Taylor,Christian",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Zimmerman,Will",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Armstrong,Jason",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Slippery Rock University
"Holl,Jacob",4,5,9,1.0,1,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Zacharyasz,Thomas",3,4,7,0,0,0,0,0,1,0,0,1,0,1,2021,Clarion University
"Allen,John",4,2,6,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Helsley,Zack",4,0,4,1.0,1,0,0,0,0,0,1-45,0,0,0,2021,Clarion University
"Funa,Ryan",1,3,4,1.0,2,0,0,0,0,0,1-33,0,0,0,2021,Clarion University
"Thompson,Ayron",1,3,4,1.5,6,1.0,5,0,0,0,1-0,0,0,0,2021,Clarion University
"Tillman,RJ",3,1,4,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Rodriguez,Dante",2,1,3,1.0,2,0,0,0,0,0,0,1,0,0,2021,Clarion University
"Burrows,Bradley",0,3,3,0.5,0,0,0,0,0,0,1-6,0,0,0,2021,Clarion University
"Thomas,Zakri",2,1,3,1.0,2,0,0,0,0,0,0,1,0,1,2021,Clarion University
"Impavido,Joe",3,0,3,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"White,Camden",2,1,3,1.0,3,1.0,3,0,0,0,0,0,0,0,2021,Clarion University
"Hill,Justin",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Ziegenfuss,Ethan",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Smith,Rondale",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Barmore,Cameron",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Gregory,Jehrod",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Brickman,Keith",0,1,1,0,0,0,0,0,0,0,1-0,3,0,0,2021,Clarion University
"Hill,Zach",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Taylor,Christian",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Greller,Will",1,0,1,1.0,3,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Black,Brandon",1,0,1,0,0,0,0,1,0,0,0,0,0,0,2021,Clarion University
"Beattie,Griffin",1,0,1,0,0,0,0,1,0,0,0,0,0,0,2021,Clarion University
"Armstrong,Jason",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Davison,Rylan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Tate,Trevon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,Clarion University
"Zacharyasz,Thom",4,9,13,0.5,4,0.5,4,0,0,0,0,0,0,0,2021,Gannon University
"Gregory,Jehrod",1,7,8,0.5,5,0.5,5,0,0,0,0,0,0,0,2021,Gannon University
"Holl,Jacob",6,2,8,3.0,19,2.0,18,0,0,0,0,0,0,0,2021,Gannon University
"Funa,Ryan",3,3,6,0,0,0,0,0,0,0,0,0,0,0,2021,Gannon University
"Thomas,Zakri",3,2,5,0,0,0,0,0,0,0,1-0,0,0,0,2021,Gannon University
"Helsley,Zack",2,2,4,1.0,1,0,0,0,0,0,0,0,0,0,2021,Gannon University
"Rodriguez,Dante",4,0,4,1.0,1,0,0,0,0,0,1-1,1,0,0,2021,Gannon University
"Brickman,Keith",3,1,4,0,0,0,0,1,0,0,1-46,4,0,0,2021,Gannon University
"Burrows,Bradley",0,3,3,0,0,0,0,0,0,0,0,0,0,0,2021,Gannon University
"Tillman,RJ",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2021,Gannon University
"Allen,John",2,0,2,0,0,0,0,0,0,0,0,1,0,0,2021,Gannon University
"Cooper,Diondre",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2021,Gannon University
"Armstrong,Jason",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Gannon University
"Ziegenfuss,Etha",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Gannon University
"Mallis,Max",0,1,1,0,0,0,0,0,0,0,0,1,0,0,2021,Gannon University
"Hill,Zach",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Gannon University
"White,Camden",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2021,Gannon University
Tho. Zacharyasz,8,4,12,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Jacob Holl,4,5,9,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Keith Brickman,4,1,5,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Bradley Burrows,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Zakri Thomas,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
John Allen,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Zack Helsley,4,0,4,0,0,0,0,0,1,0,0,0,0,0,2021,Shippensburg University
Jehrod Gregory,3,1,4,1.0,3,1.0,3,0,0,0,0,0,0,0,2021,Shippensburg University
Joe Impavido,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
RJ Tillman,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Ryan Funa,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Ja. Valle-Smith,3,0,3,0,0,0,0,1,0,0,0,0,0,0,2021,Shippensburg University
Dylan Wall,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
ChristianTaylor,2,0,2,1.0,9,0,0,0,1,0,0,0,0,0,2021,Shippensburg University
Rondale Smith,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Zach Hill,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
A. Thompson Jr.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Camden White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,Shippensburg University
Team,12,0,12,2.0,6,1.0,5,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Jacob Holl,8,0,8,1.0,2,0,0,0,0,0,1-20,1,0,0,2022,Alderson Broaddus University
Thomas Zacharyasz,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Zack Helsley,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Jehrod Gregory,3,0,3,1.0,2,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Tarrie Reese,3,0,3,0,0,0,0,0,0,0,1-12,0,0,0,2022,Alderson Broaddus University
Dominic McGhee,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2022,Alderson Broaddus University
Tyler Buterbaugh,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Dylan Wall,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Camden White,2,0,2,2.0,13,2.0,13,2,1,0,0,0,0,0,2022,Alderson Broaddus University
Dustin Shoaf,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Michael Lowery,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Diondre Cooper,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Keith Brickman,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Caden Herman,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Jaylen Butera,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2022,Alderson Broaddus University
Mike Pappas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Max Millis,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2022,Alderson Broaddus University
Tyler Benedict,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Alderson Broaddus University
Marquis Mauney,0,0,0,0,0,0,0,0,0,0,2-26,0,0,0,2022,Alderson Broaddus University
"Ferretti,Dillon",8,4,12,2.0,15,1.0,14,0,0,0,1-32,0,0,0,2022,Lock Haven University
"Holl,Jacob",10,1,11,2.0,3,0,0,0,0,0,1-17,0,0,0,2022,Lock Haven University
"Chmielewski,Matthias",6,0,6,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Gregory,Jehrod",4,1,5,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Hill,Zach",5,0,5,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Allen,John",3,0,3,0,0,0,0,0,0,0,0,0,1,0,2022,Lock Haven University
"Taylor,Christian",3,0,3,1.0,1,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"McGhee,Dominic",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Brickman,Keith",2,0,2,0,0,0,0,0,0,0,1-0,0,0,0,2022,Lock Haven University
"Wall,Dylan",1,1,2,1.0,2,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Buterbaugh,Tyler",2,0,2,1.0,1,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Mauney,Marquis",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Benedict,Tyler",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Tillman,RJ",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Helsley,Zack",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Wright,Marquis",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Black,Braydon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Herman,Caden",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Thomas,Aiden",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Susman,Taylor",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Greller,Will",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Brafi,Benedict",0,1,1,0,0,0,0,0,0,0,0,0,0,1,2022,Lock Haven University
"Shoaf,Dustin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Cooper,Diondre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Rodriguez,Ayron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Butera,Jaylen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"Tate,Trevon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Lock Haven University
"White,Camden",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,Lock Haven University
"Zacharyasz,Thomas",5,4,9,0.5,6,0,0,0,0,0,1-0,0,0,0,2022,Kutztown University
"Holl,Jacob",5,4,9,0.5,5,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Wall,Dylan",3,3,6,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Allen,John",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Hill,Zach",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Novitski,Nevan",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Brickman,Keith",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Brafi,Benedict",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Herman,Caden",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Mallis,Max",2,0,2,1.0,2,0,0,1,1,5,0,0,0,0,2022,Kutztown University
"Benedict,Tyler",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"White,Camden",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Helsley,Zack",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Wright,Marquis",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Gregory,Jehrod",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Chmielewski,Matthias",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Clark,Kobe",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Taylor,Christian",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Thompson,Damon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Welch,Ryan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Bronco,Joseph",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Hill,Justin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
"Shoaf,Dustin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Kutztown University
