player,solo_tkl,ast_tkl,tot_tkl,tfl,tfl_yards,sacks,sack_yards,FF,FR,FR_yards,interceptions,pbu,blks,QBH,year,opponent
"White,Camden",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2022,California University of Pennsylvania
"Ferretti,Dillon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,California University of Pennsylvania
"Cooper,Diondre",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,California University of Pennsylvania
"Buterbaugh,Tyler",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,California University of Pennsylvania
"Mackey,Anthony",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,California University of Pennsylvania
"Barmore,Cameron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,California University of Pennsylvania
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,California University of Pennsylvania
"Tate,Trevon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,California University of Pennsylvania
"Holl, Jacob",12,2,14,4.0,12,0,0,1,1,37,0,0,0,0,2022,Seton Hill University
"Zacharyasz, Tho",8,4,12,2.0,7,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Helsley, Zack",3,2,5,1.5,5,0,0,0,0,0,0,1,0,0,2022,Seton Hill University
"Novitski, Nevan",4,1,5,1.0,12,1.0,12,0,0,0,0,0,0,0,2022,Seton Hill University
"Hill, Zach",2,2,4,1.0,2,0,0,0,0,0,0,1,0,0,2022,Seton Hill University
"Washington, Dak",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Tillman, RJ",4,0,4,0,0,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Allen, John",2,1,3,0.5,1,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"White, Camden",3,0,3,3.0,13,2.0,10,1,0,0,0,0,0,0,2022,Seton Hill University
"Gregory, Jehrod",2,0,2,1.0,4,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Buterbaugh, Tyl",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Mackey, Anthony",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Brickman, Keith",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Osborn, Mason",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Robinson, Shane",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Wall, Dylan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Burris, Makai",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Seton Hill University
"Holl,Jacob",6,10,16,2.5,7,0,0,1,1,0,0,0,0,0,2022,Bloomsburg University
"Zacharyasz,Thomas",4,7,11,1.0,4,0.5,3,0,0,0,0,1,0,0,2022,Bloomsburg University
"Hill,Zach",4,5,9,0,0,0,0,1,1,0,0,0,0,0,2022,Bloomsburg University
"Washington,Dakarai",4,5,9,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Helsley,Zack",3,3,6,0,0,0,0,1,0,0,0,0,0,0,2022,Bloomsburg University
"McGhee,Dominic",2,3,5,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Gregory,Jehrod",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Brickman,Keith",2,0,2,1.0,3,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Mackey,Anthony",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Tillman,RJ",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Ferretti,Dillon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Thomas,Aiden",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Mauney,Marquis",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Mallis,Max",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Wall,Dylan",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Thompson,Ayron",0,1,1,0.5,3,0.5,3,0,0,0,0,0,0,0,2022,Bloomsburg University
"Carlton,Rashaan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Fisher,Ryan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Alize,David",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"Alsobrooks,Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,Bloomsburg University
"White,Camden",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2022,Bloomsburg University
"Taylor,Christian",6,2,8,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Mackey,Anthony",6,1,7,0,0,0,0,1,0,0,0,0,0,0,2023,#1Ferris State University
"Buterbaugh,Tyler",3,2,5,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Helsley,Zack",3,1,4,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"McGhee,Dominic",3,1,4,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Benedict,Tyler",1,3,4,0,0,0,0,0,1,0,0,0,0,0,2023,#1Ferris State University
"Ferretti,Dillon",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Hill,Zach",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Washington,Dakarai",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Fisher,Peter",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Impavido,Joe",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"King,Jonas",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Irving,Ken",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Elliot,Gregory",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Burchard,Sam",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Mauney,Marquis",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Brophy,Tyson",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Pustelak,Caden",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Tillman,RJ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"White,Camden",1,0,1,0,0,0,0,1,1,0,0,0,0,0,2023,#1Ferris State University
"Barmore,Cameron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Shoaf,Dustin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,#1Ferris State University
"Taylor,Christian",8,1,9,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"White,Camden",5,3,8,2.0,17,2.0,17,0,0,0,0,0,0,0,2023,Lock Haven University
"Ferretti,Dillon",3,2,5,0,0,0,0,0,0,0,0,2,0,0,2023,Lock Haven University
"Helsley,Zack",4,1,5,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Elliot,Gregory",4,1,5,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Mackey,Anthony",3,0,3,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Benedict,Tyler",2,1,3,0,0,0,0,0,0,0,0,2,0,0,2023,Lock Haven University
"McGhee,Dominic",1,1,2,0,0,0,0,0,0,0,0,1,0,0,2023,Lock Haven University
"Lewis,Adrian",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Novitski,Nevan",1,1,2,1.0,1,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Tillman,RJ",1,1,2,0,0,0,0,0,0,0,0,1,0,0,2023,Lock Haven University
"Malis,Max",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Impavido,Joe",1,0,1,0,0,0,0,0,0,0,1-20,0,0,0,2023,Lock Haven University
"Banks,Damon",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Gundumura,Tendai",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Butera,Jaylen",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Mauney,Marquis",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Bronco,Joseph",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Royal,James",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Barmore,Cameron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Rodriguez,Ayron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Davison,Rylan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Lock Haven University
"Taylor,Christian",5,4,9,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Mackey,Anthony",7,0,7,0,0,0,0,0,1,0,0,0,0,0,2023,Kutztown University
"Tillman,RJ",2,5,7,0,0,0,0,0,0,0,0,0,0,1,2023,Kutztown University
"White,Camden",1,5,6,0,0,0,0,0,0,0,0,0,0,1,2023,Kutztown University
"Helsley,Zack",2,3,5,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Hill,Zach",1,4,5,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Buterbaugh,Tyler",0,5,5,0,0,0,0,0,0,0,0,0,0,1,2023,Kutztown University
"Mauney,Marquis",2,3,5,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Ferretti,Dillon",1,3,4,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Washington,Dakarai",0,4,4,0,0,0,0,0,0,0,0,0,0,1,2023,Kutztown University
"Royal,James",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Malis,Max",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Lewis,Adrian",1,2,3,0,0,0,0,0,0,0,0,0,0,1,2023,Kutztown University
"Impavido,Joe",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Binakonsky,Elijah",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"McGhee,Dominic",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"King,Jonas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Mizgorski,Darin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Tate,Trevon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Kutztown University
"Ferretti,Dillon",1,7,8,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"White,Camden",1,7,8,1.5,7,0.5,4,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Hill,Zach",2,5,7,0.5,1,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Mackey,Anthony",3,3,6,0,0,0,0,0,0,0,0,1,0,0,2023,RVIndiana University of Pennsylvania
"Helsley,Zack",3,3,6,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Novitski,Nevan",1,5,6,0.5,4,0.5,4,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Elliot,Gregory",3,2,5,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Buterbaugh,Tyler",2,3,5,0.5,1,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"McGhee,Dominic",1,3,4,0,0,0,0,0,0,0,0,2,0,0,2023,RVIndiana University of Pennsylvania
"Taylor,Christian",3,1,4,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Mauney,Marquis",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Washington,Dakarai",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Leavell,Jeff",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Malis,Max",1,1,2,1.0,3,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Tillman,RJ",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Royal,James",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Impavido,Joe",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"King,Jonas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Lewis,Adrian",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Mullins,Jerome",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Stewart,Austin",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Fisher,Peter",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Washington,Adrien",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Davison,Rylan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,RVIndiana University of Pennsylvania
"Buterbaugh,Tyler",6,7,13,1.0,6,1.0,6,0,0,0,0,0,0,1,2023,Edinboro University of Pennsylvania
"Hill,Zach",4,6,10,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Helsley,Zack",3,5,8,0,0,0,0,0,0,0,0,1,0,0,2023,Edinboro University of Pennsylvania
"Elliot,Gregory",5,3,8,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Novitski,Nevan",4,3,7,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Taylor,Christian",2,5,7,0.5,1,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Mackey,Anthony",2,4,6,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Tillman,RJ",0,5,5,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Malis,Max",0,3,3,0.5,1,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Mullins,Jerome",0,3,3,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Mauney,Marquis",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"White,Camden",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Barmore,Cameron",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Lewis,Adrian",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Binakonsky,Elijah",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Davison,Rylan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Urena,Austin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Butera,Jaylen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Edinboro University of Pennsylvania
"Mackey,Anthony",4,3,7,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Helsley,Zack",3,2,5,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Taylor,Christian",3,2,5,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Mauney,Marquis",5,0,5,0,0,0,0,0,0,0,0,1,0,0,2023,#10Slippery Rock University
"White,Camden",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Mullins,Jerome",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Ferretti,Dillon",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Lewis,Adrian",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Hill,Zach",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Elliot,Gregory",2,0,2,0,0,0,0,0,0,0,0,2,0,0,2023,#10Slippery Rock University
"Novitski,Nevan",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Buterbaugh,Tyler",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Foliaki,Roland",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Kim,Austin",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"King,Jonas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Banks,Damon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Binakonsky,Elijah",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Grabowsky,Blaze",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Royal,James",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Black,Braydon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Butera,Jaylen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Mechley,Ryan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,#10Slippery Rock University
"Hill,Zach",3,8,11,0.5,1,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Buterbaugh,Tyler",5,4,9,1.0,4,1.0,4,0,0,0,0,0,0,0,2023,Clarion University
"Mackey,Anthony",3,6,9,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Taylor,Christian",7,1,8,1.0,1,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Ferretti,Dillon",3,3,6,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Helsley,Zack",2,4,6,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"White,Camden",2,3,5,0.5,1,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Novitski,Nevan",2,2,4,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Lewis,Adrian",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Tillman,RJ",2,1,3,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Beattie,Griffin",2,0,2,0,0,0,0,0,1,0,0,0,0,0,2023,Clarion University
"Elliot,Gregory",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Impavido,Joe",2,0,2,1.0,2,0,0,0,1,0,0,0,0,0,2023,Clarion University
"Malis,Max",1,1,2,1.0,3,0,0,0,0,0,0,0,0,0,2023,Clarion University
"McGhee,Dominic",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Binakonsky,Elijah",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Leavell,Jeff",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Royal,James",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Banas,Sean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Black,Braydon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Butera,Jaylen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Kerbacher,Joe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Miller,Ryan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Mizgorski,Darin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Urena,Austin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Clarion University
"Buterbaugh,Tyler",5,5,10,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Mackey,Anthony",5,2,7,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Ferretti,Dillon",3,3,6,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Helsley,Zack",4,2,6,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Hill,Zach",2,3,5,0,0,0,0,0,0,0,0,1,0,0,2023,Gannon University
"Taylor,Christian",5,0,5,1.0,5,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Tillman,RJ",1,2,3,0,0,0,0,0,0,0,1--2,0,0,0,2023,Gannon University
"White,Camden",1,2,3,0,0,0,0,0,0,0,0,1,0,0,2023,Gannon University
"Impavido,Joe",2,0,2,0,0,0,0,0,0,0,0,2,0,0,2023,Gannon University
"McGhee,Dominic",2,0,2,0,0,0,0,0,0,0,0,2,0,0,2023,Gannon University
"Mullins,Jerome",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Malis,Max",1,0,1,1.0,3,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Lewis,Adrian",0,1,1,0,0,0,0,0,0,0,0,1,0,0,2023,Gannon University
"Banks,Damon",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Novitski,Nevan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Binakonsky,Elijah",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Beattie,Griffin",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Royal,James",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Kerbacher,Joe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Shoaf,Dustin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Black,Braydon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Nagucki,Nathan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Gannon University
"Buterbaugh, Tyl",9,7,16,1.0,7,0,0,0,0,0,0,0,0,1,2023,California University of Pennsylvania
"Hill, Zach",2,7,9,1.0,2,0,0,0,0,0,0,1,0,0,2023,California University of Pennsylvania
"Binakonsky, Eli",5,4,9,1.0,1,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Mackey, Anthony",3,2,5,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Helsley, Zack",0,4,4,0,0,0,0,0,0,0,0,1,0,0,2023,California University of Pennsylvania
"White, Camden",2,2,4,2.0,2,0,0,0,0,0,0,0,0,1,2023,California University of Pennsylvania
"Novitski, Nevan",2,1,3,1.0,4,1.0,4,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Elliot, Gregory",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Ferretti, Dillo",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Mizgorski, Dari",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"McGhee, Dominic",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Banks, Damon",0,2,2,0.5,2,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Gundumura, Tend",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Mullins, Jerome",2,0,2,0,0,0,0,0,0,0,0,1,0,0,2023,California University of Pennsylvania
"Leavell, Jeff",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Royal, James",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Pytlak, Russell",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Lewis, Adrian",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Pappas, Mike",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Taylor, Christi",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Burchard, Sam",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Long, Anthony",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Welch, Ryan",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Tillman, RJ",0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Beattie, Griffi",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Foliaki, Roland",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,California University of Pennsylvania
"Hill,Zach",8,2,10,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"White,Camden",3,5,8,0.5,1,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Buterbaugh,Tyler",5,1,6,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Royal,James",4,1,5,1.0,8,1.0,8,0,0,0,0,0,0,0,2023,Seton Hill University
"Taylor,Christian",0,4,4,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Mackey,Anthony",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Burchard,Sam",1,2,3,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Helsley,Zack",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Banks,Damon",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Novitski,Nevan",1,1,2,0,0,0,0,0,0,0,0,0,0,1,2023,Seton Hill University
"Mullins,Jerome",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Malis,Max",0,1,1,0.5,1,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"Ferretti,Dillon",1,0,1,1.0,3,1.0,3,0,0,0,0,0,0,0,2023,Seton Hill University
"Impavido,Joe",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
"McGhee,Dominic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023,Seton Hill University
